id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
11609,43,66647,891.97,,2,2,12449,12,0,7585.09,High School,Mortgage,Other,West,-1.49985915,0.973945277,B,70,199.1202353,0
11610,29,93883,3671.85,,5,,4904,84,1,,Master,Rent,Other,Central,1.319975056,0.158670675,D,61,371.8140718,0
11611,45,49819,4416.94,573,2,,11972,12,1,12344.56,High School,Own,Debt Consolidation,Central,0.303437152,-0.065351934,B,33,37.59943291,0
11612,40,121711,707.79,775,7,3.2,17219,36,,8575.24,Bachelor,Mortgage,Other,West,1.95168073,0.133542556,C,63,219.6932703,0
11613,44,47068,1539.26,584,4,,10379,84,0,14102.38,Bachelor,Mortgage,Business,South,0.217347415,-0.820449962,B,65,29.70091982,0
11614,39,,20698.61,715,2,3.4,41972,24,1,1589.89,High School,Mortgage,Debt Consolidation,West,1.050101176,-1.404983162,A,49,217.3374143,0
11615,31,103262,1522.72,743,9,,5529,84,1,7921.99,Bachelor,Rent,Medical,Central,-0.369546444,0.475406381,A,83,154.79244,0
11616,36,63062,815.07,576,8,,3723,84,1,1776.99,Master,Mortgage,Debt Consolidation,West,-0.301711206,-0.32608969,A,90,126.0538795,0
11617,55,,2550.95,614,2,0.3,2725,36,1,21299.18,High School,Own,Home Improvement,West,0.68094225,0.478734789,C,92,102.640775,0
11618,55,21119,868.47,641,4,2.6,4058,12,1,6054.57,High School,Mortgage,Debt Consolidation,Central,-0.281157448,-1.353620714,C,94,314.8838641,0
11619,21,,2598.29,596,4,0.3,10380,48,0,,None,Rent,Home Improvement,North,0.229282938,-1.485650959,A,82,426.3625574,0
11620,59,37916,1220.67,,4,3.6,12130,48,0,11325.12,High School,Mortgage,Debt Consolidation,South,-1.226124731,0.648000702,C,43,145.9287217,0
11621,50,77138,1110.66,850,4,0.8,7706,48,0,,None,Mortgage,Debt Consolidation,South,2.01430018,-0.984604017,D,48,62.20776784,0
11622,47,,3848.08,559,2,10.2,7374,24,0,3129.85,Bachelor,Mortgage,Business,West,1.603101328,-1.21001513,A,6,72.85740915,0
11623,36,,469.9,656,5,2.6,5423,36,2,334.52,Master,Mortgage,Business,East,0.059043576,-0.499636578,B,97,877.9166669,0
11624,46,,2794.15,612,3,0.2,9403,24,0,7885.92,Bachelor,Mortgage,Other,South,0.243254887,-0.974428534,A,1,190.0811349,0
11625,33,,1300.54,,2,18.4,23458,60,0,1121.59,Bachelor,Rent,Debt Consolidation,East,0.181904742,-0.60143093,A,2,63.99194522,0
11626,35,46626,2197.09,,2,2.5,14017,36,,15584.9,Master,Mortgage,Medical,North,-0.322992616,0.346437847,B,9,655.870967,0
11627,45,26624,497.2,668,8,3.5,35280,60,,9411.71,High School,Own,Home Improvement,West,-0.217770613,1.41010227,B,71,47.51668693,1
11628,31,33090,2069.74,643,1,16,11660,36,0,19647.94,High School,Rent,Debt Consolidation,East,-0.218302528,-2.441634928,C,73,151.2197774,0
11629,40,52792,1539.67,645,3,,16611,84,1,775.22,Bachelor,Own,Other,Central,0.183408553,-0.213998574,A,71,176.3119059,1
11630,54,32083,972.41,,2,2.8,8812,36,0,752.11,Bachelor,Rent,Debt Consolidation,East,1.570168847,0.639827133,B,83,125.20852,0
11631,51,52543,1072.15,,2,7.3,17712,36,,22611.88,Bachelor,Mortgage,Home Improvement,South,0.109748951,1.557579435,D,49,796.6854657,0
11632,39,39719,3419.12,688,2,,7769,24,1,4383.1,High School,Other,Medical,East,0.130946719,-0.182795963,B,59,766.2368892,0
11633,62,39787,3052.26,675,6,,14472,60,0,465.9,High School,Other,Home Improvement,North,-0.004262014,0.075948374,A,20,25.45237258,0
11634,64,50333,1338.37,535,1,3.4,9012,12,1,4618.89,High School,Mortgage,Other,South,0.567000162,0.375477734,A,20,562.8831009,0
11635,48,54136,939.05,620,3,9.8,12415,48,0,3118.87,PhD,Mortgage,Other,Central,-0.880486007,0.179343451,D,98,882.3100918,0
11636,38,47612,1668.09,580,2,,69249,24,1,1384.58,High School,Mortgage,Home Improvement,West,-0.429852436,-0.213942539,C,9,52.62355905,0
11637,35,80163,1908.25,,2,2.3,17498,12,0,18891.04,High School,Mortgage,Debt Consolidation,Central,-1.365478758,0.01139607,C,99,15.432202,0
11638,31,126860,1771.22,563,3,,14301,12,,1361.72,None,Mortgage,Debt Consolidation,East,-0.133971169,2.247262005,D,49,176.6192064,0
11639,37,48578,2361.01,593,5,3.1,19108,36,1,4996.69,High School,Own,Debt Consolidation,North,-0.719201017,2.926511659,A,44,67.02910316,0
11640,62,72244,2980.03,647,4,8.5,1906,36,,601.39,Master,Mortgage,Debt Consolidation,South,-0.734381303,1.200342137,D,70,156.8988957,0
11641,20,200492,1276.54,620,7,0.3,7541,84,2,10277.97,High School,Rent,Business,South,0.522505864,-0.573528947,A,19,77.82727046,0
11642,58,259758,1002.97,,5,2.2,11904,84,1,16022.56,Bachelor,Rent,Medical,East,-0.190466892,1.488463333,C,33,257.0876768,0
11643,23,43139,1310.25,597,1,,19759,36,,,High School,Rent,Other,West,0.405322428,0.589184909,D,46,211.1602129,0
11644,41,72567,3012.45,467,4,22.6,11912,36,2,2662.93,Master,Own,Medical,East,0.635190172,-0.84396431,A,23,72.6951519,1
11645,43,,1320.35,,2,,16330,12,0,2619.6,Master,Rent,Debt Consolidation,East,0.652307612,-0.112776442,B,63,42.75969481,0
11646,21,22307,846.77,691,5,3.7,10882,84,1,2285.97,Master,Mortgage,Home Improvement,East,0.836446808,-0.584346029,A,98,428.2072208,0
11647,29,153098,1568.35,697,1,21.7,11399,48,,,High School,Mortgage,Business,South,0.123843922,0.030643521,A,67,111.9029208,0
11648,20,,680.25,,4,7.8,10550,84,,6874.8,High School,Own,Home Improvement,South,1.537173504,1.115775068,A,1,127.6662796,0
11649,45,20486,993.23,703,4,2.6,100000,24,0,3036.79,Bachelor,Rent,Debt Consolidation,Central,-0.410612712,0.748231455,D,70,185.8734648,1
11650,52,59005,4666.4,744,3,,10569,12,1,6796.55,Bachelor,Rent,Education,North,0.727853969,0.162792405,C,60,961.9200509,0
11651,23,90222,844.13,554,6,3.1,88558,48,0,14168.3,Bachelor,Mortgage,Medical,Central,0.279176172,0.047902596,A,12,291.9430905,0
11652,50,,1635.33,640,7,,30260,48,0,427.5,High School,Mortgage,Other,West,1.265272004,-1.713291817,A,99,747.1832582,0
11653,30,,2152.7,738,4,12.4,10470,48,1,1328.86,Bachelor,Other,Home Improvement,North,-1.145317981,-1.484782319,B,44,62.32071376,0
11654,18,101937,1264.52,614,4,,21842,84,1,107329.51,PhD,Rent,Medical,Central,0.092948048,0.957360459,A,71,47.86252908,0
11655,25,33746,449.72,684,5,,4368,24,,3474.77,Bachelor,Rent,Home Improvement,North,0.735916391,-1.31272565,B,97,137.3967087,0
11656,31,29200,2032.14,,6,10.4,8121,36,0,19815.29,High School,Mortgage,Education,North,-0.478187591,-0.510095001,A,9,193.5847579,0
11657,37,64378,2671.67,799,7,6.1,38652,48,,3114.39,PhD,Mortgage,Other,West,-1.268936446,-1.207142769,B,38,117.2533572,0
11658,26,69790,1126.22,850,3,,35299,84,0,2454.3,Bachelor,Mortgage,Home Improvement,North,1.089017321,-1.31559378,D,36,330.0817156,0
11659,40,32968,2195.17,672,2,5.7,16338,60,0,19287.13,High School,Rent,Other,West,0.166983845,-0.166706639,A,51,129.88644,0
11660,22,71886,4976.41,779,4,,8111,48,1,9246.46,Bachelor,Mortgage,Medical,East,1.441116027,-1.576461479,C,18,77.34977368,0
11661,26,56860,718.5,498,7,,28667,60,0,,Bachelor,Mortgage,Debt Consolidation,Central,0.924593023,-1.4736078,A,31,17.80539701,0
11662,59,78333,624.07,,6,3.1,14938,36,0,55148.43,Master,Mortgage,Debt Consolidation,South,0.378648391,0.227567041,D,48,361.7732105,0
11663,26,73582,1995.49,609,4,8.3,9542,36,0,,None,Rent,Business,Central,0.740065901,-0.739088752,C,47,203.7212705,0
11664,31,49632,2706.78,534,6,,42369,60,,644.5,None,Rent,Business,East,-0.85454899,-1.306980411,A,35,344.3030002,0
11665,44,30487,1421.29,515,2,,4528,60,0,680.61,High School,Rent,Other,East,0.451562606,-1.142311292,A,31,586.0197043,0
11666,39,47020,5339.85,614,6,2.3,24300,12,1,3271.8,Bachelor,Other,Business,Central,-0.483200783,0.879335205,A,34,132.2720548,0
11667,32,39617,6343.19,630,5,2.8,11331,48,,38027.77,High School,Rent,Debt Consolidation,East,0.150103462,0.696119936,A,37,1135.614756,0
11668,22,94202,525.31,593,5,3.6,20794,60,0,29777.23,High School,Mortgage,Debt Consolidation,West,0.224622025,-0.02325221,A,44,332.1416016,0
11669,31,,2277.15,,8,11,7672,24,,6485.74,None,Own,Business,South,1.356372422,0.132134267,A,77,526.6582741,1
11670,39,80106,2446.67,628,2,5.9,5777,36,1,8882.17,Bachelor,Own,Home Improvement,South,1.961449005,0.578371997,A,3,35.61328345,0
11671,50,,1103.36,570,7,12,8271,24,0,4132.71,Bachelor,Rent,Debt Consolidation,West,0.929711527,-0.64424324,B,85,1584.687183,0
11672,42,76938,2347.18,788,6,1.2,80343,48,,5484.65,High School,Mortgage,Other,South,-0.787052217,-0.390951519,A,17,365.0062068,0
11673,49,29903,661.41,,1,0.9,30945,36,1,4501.09,Bachelor,Other,Other,South,0.833762216,-0.439919796,B,55,347.7095432,0
11674,38,,5065.03,624,2,0.6,6704,60,0,4978.43,Bachelor,Mortgage,Other,Central,0.820268518,0.010919661,D,99,28.99159326,1
11675,30,47449,618.18,617,1,3.9,18330,24,1,1494.14,High School,Rent,Business,South,-1.172372395,0.394452677,C,4,138.4291622,1
11676,36,57540,2154.47,493,4,1.1,31465,36,,1319.59,Master,Mortgage,Medical,West,0.780941161,-1.913420857,A,52,35.13039409,0
11677,50,150514,1188.38,658,2,3.4,33724,84,0,,None,Mortgage,Education,West,-0.584139341,-0.9619616,A,44,139.4081717,0
11678,36,129459,4725.95,601,3,4.7,18932,12,1,28226.84,Master,Rent,Business,South,0.040001126,0.508924823,C,3,132.1900856,0
11679,42,69315,1769.68,,6,0.7,20165,48,0,,Bachelor,Own,Medical,West,-0.756810839,-0.663983894,A,25,26.16511633,0
11680,44,,555.21,664,2,4.5,16333,36,0,6575.71,PhD,Mortgage,Debt Consolidation,West,-0.73294307,1.06640822,A,2,150.3728542,0
11681,30,41139,1226.12,776,4,,53433,84,0,1141.55,Bachelor,Other,Debt Consolidation,East,0.677815683,0.078776443,C,20,179.3909943,0
11682,33,98130,795.78,645,2,1.2,6521,36,0,1494.53,Bachelor,Own,Debt Consolidation,East,0.138213851,-0.045931673,C,76,188.1072619,0
11683,33,133397,609.12,636,2,3.2,44025,12,1,7768.12,Master,Mortgage,Education,Central,-0.376136687,0.422459222,D,4,220.7215568,0
11684,22,98219,1957.32,542,3,2.8,11779,84,0,,High School,Mortgage,Medical,South,0.708560065,-1.771754503,B,69,64.77404311,0
11685,63,51506,2571.48,720,1,0.7,19685,36,0,,High School,Rent,Business,East,1.019746739,-0.377655885,C,84,53.7556448,0
11686,48,,401.41,603,2,3.7,5928,60,,2369.9,Bachelor,Mortgage,Other,East,-0.91539173,0.303364867,D,52,55.80981439,0
11687,41,97495,1019.53,492,5,,8791,12,1,9099.31,High School,Mortgage,Debt Consolidation,South,-0.544436424,-0.884279313,A,19,27.54350316,0
11688,35,74164,1487.82,682,3,3.3,8209,36,2,8360.71,Master,Mortgage,Home Improvement,East,-1.297792065,-0.622504426,A,7,54.29547567,0
11689,48,76260,1837.61,707,4,0.8,79933,84,0,,High School,Mortgage,Medical,East,1.062540608,-0.48904459,B,44,108.5145792,0
11690,34,15000,395.73,587,3,2,23513,84,2,,Bachelor,Rent,Medical,South,0.035670723,1.027457101,D,59,52.81523742,0
11691,31,64322,1335.81,544,4,1.2,17324,60,0,1099.26,Bachelor,Mortgage,Home Improvement,Central,-0.023400533,-1.243433867,D,10,35.65815554,0
11692,60,89625,3620.74,487,4,7.6,5810,60,5,9829.24,Bachelor,Rent,Business,North,-1.767653134,-0.02330636,D,3,632.1783217,0
11693,30,36299,1273.7,,4,2.7,32085,60,0,2127.64,Bachelor,Rent,Other,South,-1.570500985,-1.039702279,D,88,110.1892788,0
11694,31,53777,1508.47,560,4,7.7,9967,36,2,10281.93,Master,Mortgage,Home Improvement,West,0.092367653,0.341819617,B,70,220.982685,0
11695,43,42224,1032.45,560,7,1.4,18676,12,0,11829.2,Master,Rent,Medical,East,-0.593788545,0.573741992,D,60,204.2021277,0
11696,40,23074,1468.66,657,6,11.2,2504,36,2,,High School,Rent,Other,Central,0.332841127,0.767274501,D,73,51.6978543,0
11697,35,51010,1547.62,721,2,1.2,56881,36,0,,Master,Other,Other,West,0.458187695,0.487975619,A,36,276.45388,0
11698,40,74867,2370.79,603,4,7.1,18879,24,3,,None,Other,Education,South,0.325344999,-0.976876256,D,88,235.1944083,0
11699,22,,1092.45,627,5,0.6,44108,12,4,33685.32,PhD,Rent,Debt Consolidation,West,0.836449771,-0.742284616,C,44,117.1320095,0
11700,43,,3003.17,608,2,4.1,30671,48,2,6858.34,PhD,Other,Medical,North,1.190940826,0.169880436,C,23,85.79250486,0
11701,47,78576,1094.98,514,2,4.1,15490,12,1,,None,Rent,Home Improvement,North,-1.785078896,-0.407535965,A,52,63.42883518,0
11702,31,,1060.42,,1,12.7,37677,84,2,,None,Mortgage,Business,North,-0.669312585,1.181806752,B,2,87.67133457,0
11703,52,96765,2693.46,583,3,,10393,48,0,6371.61,None,Own,Debt Consolidation,North,-0.039880809,-1.39832055,D,99,241.6221783,0
11704,31,,2729.3,539,6,2.8,18345,12,3,2341.4,Bachelor,Rent,Other,Central,0.733634902,0.167497447,C,3,76.51959296,0
11705,48,42226,1408.26,,7,0.9,7785,48,1,12915.82,High School,Rent,Other,Central,-0.543918829,-0.260333454,B,62,20.56730049,0
11706,37,76204,1228.2,586,7,,58476,48,1,22390.44,Bachelor,Other,Debt Consolidation,North,1.527877962,1.022149418,D,2,288.6198777,0
11707,57,44547,1797.81,614,1,3,9629,60,2,656.26,None,Rent,Home Improvement,North,0.960661281,-0.647496381,A,69,865.0535926,0
11708,25,43040,2879.89,616,6,0,6220,84,,6624.45,High School,Own,Debt Consolidation,North,-0.129028265,0.038391072,B,83,64.80323407,0
11709,27,15000,5200.46,595,3,0.1,14327,84,,20782.37,PhD,Rent,Home Improvement,West,-1.300953225,-0.830025843,A,6,45.00041842,1
11710,22,32020,2691.75,622,6,1.9,4416,84,0,1119.45,High School,Other,Business,South,0.928436649,-1.417961087,D,40,106.7885546,0
11711,27,,1962.57,,3,,19167,36,,8597.96,High School,Mortgage,Debt Consolidation,East,-1.154417708,0.268572449,C,69,130.7826648,0
11712,53,59084,445.82,849,1,1.2,14675,84,2,1938.75,None,Rent,Other,South,0.571987008,0.610657039,D,8,111.4351559,0
11713,53,45971,9830.56,683,2,,15760,36,0,2433.55,Master,Rent,Business,East,-1.491128371,-1.879281001,C,63,98.15238439,0
11714,44,53724,1126.72,557,3,1,6992,60,1,6507.47,Master,Mortgage,Medical,Central,-0.111647365,-0.002038944,D,36,197.0969146,0
11715,38,47071,4380.53,571,3,7.1,6852,48,0,5070.19,Bachelor,Mortgage,Home Improvement,South,0.776658103,-1.722552601,A,23,79.51056461,0
11716,65,,2345.49,740,2,5.3,19747,24,1,,High School,Rent,Medical,East,0.32423757,1.070375585,B,35,271.2688963,0
11717,42,42500,1514.92,670,5,0.3,6909,84,0,21028.57,High School,Rent,Other,West,0.697472852,1.092550131,C,17,54.29627611,0
11718,28,60570,1872.06,591,7,11.5,13744,12,0,8029.53,High School,Rent,Medical,East,-0.376892764,-0.627050325,D,23,48.92765981,0
11719,35,40329,784.03,,3,8.4,8887,48,0,,High School,Other,Debt Consolidation,East,1.314665416,-1.291912071,D,55,61.48374916,0
11720,39,,3707.7,569,4,0.5,3004,36,2,101711.11,Bachelor,Mortgage,Education,Central,1.308030456,-0.815533733,A,4,535.9361736,0
11721,42,76869,1716.03,575,3,3.1,3940,36,1,2650.53,PhD,Mortgage,Debt Consolidation,Central,1.433398291,-0.338377735,A,19,351.9430384,0
11722,21,41327,1927.79,633,1,0.6,8772,60,,,High School,Mortgage,Debt Consolidation,East,-1.5437449,0.843724082,C,48,806.4959165,1
11723,64,96335,782.42,735,1,,21443,24,1,12018.06,Master,Mortgage,Debt Consolidation,North,-0.324792367,0.693605939,B,49,869.0710876,0
11724,43,42307,466.77,,4,2.8,59388,48,1,,High School,Own,Home Improvement,South,-0.839335932,-0.390566554,B,24,64.88173439,0
11725,33,76411,3844.23,603,2,0.1,17988,60,1,6851.77,High School,Rent,Business,North,1.451579151,0.06884339,C,12,1039.412653,0
11726,37,84662,3261.89,,3,,3960,84,,5589.99,High School,Mortgage,Debt Consolidation,North,-0.189994928,-0.717684852,A,47,490.87177,0
11727,34,58821,1004.16,,4,,40972,24,,4737.63,Bachelor,Mortgage,Other,West,0.106597654,0.793853925,C,64,370.9835902,0
11728,49,,3027.96,,4,,7601,36,0,7708.2,Master,Mortgage,Other,South,-0.128719605,-1.769920292,D,71,210.8283437,0
11729,47,,1255.56,624,5,14.5,5730,48,,6454.31,Master,Own,Debt Consolidation,East,-0.514499059,-0.538074109,C,8,493.9927336,0
11730,50,156299,989.84,706,4,7.1,9913,24,0,6852.1,Master,Mortgage,Medical,East,-0.737959458,0.140434476,C,84,207.5386021,0
11731,60,54457,915.32,804,3,,1940,60,0,44286.09,High School,Rent,Debt Consolidation,North,1.489350165,-0.870118474,A,95,69.06284015,0
11732,43,68431,6689.79,548,4,0.8,31406,24,3,,None,Mortgage,Other,Central,0.711000733,0.526484667,A,61,165.9281157,1
11733,51,74766,1306.5,671,3,1.2,23041,24,,12319.29,Bachelor,Rent,Home Improvement,South,1.985793195,-0.592879791,C,76,192.7925963,0
11734,18,45272,2656.33,487,2,9,3499,60,0,11657.96,None,Mortgage,Business,Central,-0.657620917,0.427804376,A,97,42.32822219,1
11735,36,44453,998.18,,2,0.2,14983,60,1,1791.36,None,Mortgage,Medical,East,0.081213346,-1.981720472,C,35,2453.472394,0
11736,41,78699,897.13,602,3,,2332,24,0,7669.92,Master,Mortgage,Debt Consolidation,West,-1.036179907,-0.514396146,C,73,52.93655879,0
11737,45,73702,955.7,850,3,2.4,3524,36,,2708.93,Bachelor,Rent,Home Improvement,Central,0.245933575,0.566477684,A,76,69.62647767,0
11738,50,31107,2334.82,664,3,0.7,4171,84,0,5571.09,None,Rent,Medical,North,0.032489905,1.005894412,D,43,413.1839941,0
11739,52,166920,1279.29,850,4,2,29097,84,2,4923.63,Bachelor,Own,Home Improvement,West,1.706683917,-0.265365305,A,71,29.4590098,0
11740,57,41476,946.31,635,4,19.3,7690,48,,40385.16,High School,Mortgage,Education,South,-0.059131568,-1.643630496,D,51,67.7492685,0
11741,18,155235,3843.42,728,5,11.6,7855,60,1,943.52,High School,Other,Debt Consolidation,South,-0.0708819,1.960777333,D,68,17.75559779,0
11742,73,47473,502.34,,5,,14123,84,1,27054.45,High School,Rent,Debt Consolidation,South,0.639814273,-1.17968345,A,7,53.99801484,0
11743,50,125487,2433.33,665,6,1.4,5195,36,0,,Bachelor,Mortgage,Medical,East,-0.823648895,-1.413948771,A,59,124.4247304,0
11744,41,28267,1101.86,,7,,9292,84,3,7913.43,Master,Own,Debt Consolidation,South,1.335465913,0.980351141,D,81,117.2951432,1
11745,38,,2018.92,593,1,3.6,12367,24,0,3064.2,High School,Mortgage,Business,East,-0.681137592,-0.001635817,B,31,1141.916857,0
11746,18,,2320.74,672,3,4.6,7441,24,,18036.45,Bachelor,Mortgage,Business,East,0.07053263,-2.236698626,A,76,23.09570043,0
11747,37,,728.72,704,3,10.6,10819,84,,,Bachelor,Rent,Business,South,1.315947809,-1.611797618,C,50,236.7635405,0
11748,31,54506,1468.19,732,5,6.4,15149,12,0,1737.07,High School,Other,Home Improvement,South,-0.048965991,1.593201735,C,61,488.2538403,0
11749,41,,1456.99,659,5,2.6,20470,24,0,2787.63,Bachelor,Own,Education,North,1.213562781,0.009887011,D,63,48.84520374,0
11750,41,96774,1042.79,,7,0.2,100000,36,2,3998.7,None,Own,Medical,South,1.285938311,-1.61394656,B,9,245.2339508,0
11751,45,40699,1054.17,335,4,19.1,21521,12,0,5221.75,PhD,Own,Home Improvement,West,1.824070972,-1.287192191,B,77,95.91544409,0
11752,32,95213,2284.84,589,4,3,6833,48,1,3175.26,High School,Mortgage,Other,East,-0.303944798,0.744345143,D,72,203.9192314,0
11753,23,40235,1928.35,619,7,3.3,41827,48,0,2394.08,High School,Mortgage,Other,Central,1.894764364,-0.872915324,D,51,35.15662701,0
11754,36,61402,906.08,691,8,6.4,10986,60,2,2735.04,High School,Rent,Medical,South,-0.718502989,0.444967158,C,69,56.03777898,0
11755,35,41297,887.89,625,2,1.1,3322,48,0,,Master,Own,Business,South,-0.397648919,2.123832771,A,21,23.00774053,0
11756,46,90087,1824.92,681,1,0.7,10153,60,1,12901.94,Bachelor,Mortgage,Debt Consolidation,East,0.405443257,0.647219437,B,95,84.7948643,0
11757,44,119547,1582.78,663,5,0.5,21635,84,,1539.67,High School,Other,Home Improvement,Central,-0.325442581,-0.447316716,A,40,204.2080125,0
11758,42,58432,1119.12,821,5,0.1,17968,48,1,2730.01,PhD,Rent,Debt Consolidation,Central,0.112544967,-0.149156256,C,55,91.26000025,0
11759,39,94032,1895.17,722,3,4.4,8560,36,0,1493.28,Master,Mortgage,Medical,East,0.09884607,0.224598595,C,96,137.7728087,0
11760,18,44078,1156.77,646,2,0,20354,48,0,18308.28,High School,Rent,Home Improvement,North,-1.064328555,2.008082496,B,14,275.2008007,1
11761,44,,2156.56,,4,0.2,2718,84,0,1831.7,Bachelor,Mortgage,Debt Consolidation,North,-0.909918224,2.043669692,A,65,382.089915,0
11762,41,79012,1962.09,,7,,7735,84,0,11243.44,Bachelor,Rent,Debt Consolidation,West,-0.445569615,-0.33480889,B,46,228.7825725,0
11763,46,43664,4516.38,785,6,2.2,4674,36,0,487.66,Master,Rent,Debt Consolidation,West,-0.050945345,0.276430929,A,79,51.06215823,0
11764,52,99860,1780.32,625,5,20.2,15918,48,0,1858.25,Bachelor,Own,Medical,North,-1.032871164,-1.448990486,B,60,82.10446231,0
11765,44,147118,1295.27,689,3,,10383,84,,,Bachelor,Mortgage,Debt Consolidation,South,-0.074917422,-1.519722003,C,22,176.9198018,0
11766,42,28768,2023.82,558,5,0.3,22134,48,1,4113.09,High School,Rent,Education,North,1.925807587,-0.540175711,C,73,140.4684269,0
11767,49,,3146.16,698,3,8.8,8136,84,3,12182.95,Master,Mortgage,Other,West,0.74907398,0.134769616,A,22,43.18804502,0
11768,43,,2101.71,658,6,4.3,14064,48,2,,High School,Rent,Debt Consolidation,Central,1.207759117,0.388310335,B,46,55.71070326,0
11769,51,,3622.49,759,7,0.1,19057,60,1,,PhD,Mortgage,Business,West,-0.108319682,-1.599009059,B,60,105.1624391,1
11770,19,,266.69,455,2,2.9,21744,84,,1193.2,Master,Rent,Medical,East,1.67711348,2.208542121,D,45,217.5498551,0
11771,38,,1200.99,749,4,7.8,55743,36,,2069.88,Bachelor,Mortgage,Debt Consolidation,South,-1.028846709,-1.95910908,D,86,79.57848686,0
11772,29,34937,2319.23,612,5,,52167,60,1,1032.33,None,Own,Other,West,0.054215527,-0.031870849,B,91,76.35930467,0
11773,43,32204,1092.82,,6,10.1,20513,24,2,3995.18,Master,Mortgage,Debt Consolidation,North,-0.531444157,0.798888462,C,85,98.55572235,0
11774,25,30933,970.08,,3,7.3,3139,12,1,4840.09,Master,Mortgage,Business,West,-1.388722185,-0.527470917,A,41,134.4892672,0
11775,46,44116,1182.28,729,7,0.8,2709,36,1,2264.24,None,Rent,Debt Consolidation,North,2.189857643,0.712937652,D,16,523.2859479,0
11776,19,,3325.97,,6,0.7,6827,12,1,17484.4,Bachelor,Own,Home Improvement,East,1.309384146,-0.171459999,A,31,51.19449861,0
11777,48,61354,1050.72,534,6,,11534,48,,22731.22,Bachelor,Rent,Debt Consolidation,East,-2.001947156,1.36583253,C,57,979.6533668,0
11778,43,165208,1333.65,702,0,8.9,14619,84,0,934.73,High School,Own,Home Improvement,South,-0.394544983,-0.385208651,D,17,176.8239363,0
11779,56,84620,2016.84,623,6,15.3,7734,12,,3108.47,High School,Mortgage,Medical,East,0.366316498,-0.329816158,D,87,83.95841184,0
11780,34,42248,1056.36,469,6,,3393,36,1,352.4,PhD,Mortgage,Home Improvement,North,0.272354048,-1.296536154,C,91,388.4838825,1
11781,45,25754,622.58,587,8,5.1,6005,24,0,1757.08,High School,Mortgage,Home Improvement,South,-0.871447547,-0.038939858,A,35,66.49502936,0
11782,39,60045,1211.28,541,4,23.1,23294,24,1,1695.22,High School,Rent,Other,East,0.531762371,-0.496294127,B,5,31.21273746,0
11783,37,92724,4754.87,664,2,0.4,7674,12,1,,High School,Mortgage,Business,North,-0.797623876,-1.300345169,B,21,55.25015357,1
11784,54,53378,639.39,718,4,2.9,12327,12,1,13402.78,High School,Mortgage,Debt Consolidation,Central,1.486972869,0.893818299,D,34,323.3571722,1
11785,63,50977,3897.1,,7,,13897,84,1,,Bachelor,Mortgage,Other,East,0.385089236,-1.044667746,B,78,73.60929232,0
11786,48,15965,1366.84,606,5,0.6,8362,60,2,14841.53,Bachelor,Mortgage,Debt Consolidation,North,0.010228329,0.250447947,C,88,84.27095022,0
11787,41,47695,404.96,710,2,,16599,84,1,5862.87,Master,Mortgage,Business,North,1.392273093,-1.037651995,B,55,126.1902903,0
11788,34,96192,1362.15,650,5,4.7,14519,84,0,,Master,Mortgage,Business,South,1.244521547,0.175055576,D,90,38.86555936,0
11789,18,98138,1390.38,,5,2.6,13980,36,1,3801.65,Bachelor,Mortgage,Other,East,0.439062176,0.522677509,A,47,330.5570854,1
11790,30,63900,1365.7,561,4,3.7,19888,84,0,7996.93,High School,Rent,Business,East,1.752007378,-1.229882184,B,99,209.1772293,0
11791,35,,1559.93,742,4,34.6,55704,84,0,18883.83,PhD,Rent,Education,North,0.072571682,-0.290267978,D,55,154.867278,0
11792,35,15000,802.02,615,3,0,5802,60,1,2222.46,High School,Mortgage,Debt Consolidation,South,-1.723942016,1.318910471,A,84,24.86554098,0
11793,29,43813,1729.68,850,3,7.2,20017,60,1,1356.2,Bachelor,Rent,Medical,West,-0.852930397,-0.717659699,B,72,400.463831,0
11794,41,26409,786.65,667,6,2,36401,48,0,1222.67,High School,Own,Business,West,0.89608326,0.236246313,A,50,448.5802528,0
11795,37,53125,3866.98,479,6,7.2,3843,36,1,779.61,Bachelor,Rent,Home Improvement,Central,0.94484642,-0.523017321,D,26,78.79598701,0
11796,29,73840,1346.99,608,7,,8128,48,0,1286.77,High School,Own,Other,Central,0.780309169,0.102842489,D,98,634.7497417,0
11797,40,43020,785.33,527,2,2.1,16712,48,0,20035.46,Bachelor,Own,Other,South,1.977865418,1.715715796,D,79,13.14921343,0
11798,22,,2161.9,754,5,1.9,2216,36,0,5820.81,High School,Mortgage,Other,South,1.453973292,-0.059094685,A,68,177.5479471,0
11799,28,15000,638.36,727,7,1.3,5406,48,1,2403.78,Bachelor,Mortgage,Home Improvement,North,-2.211982046,-0.167384938,A,40,262.7731264,0
11800,47,,2219.67,536,9,1.4,17897,48,,9360.96,High School,Other,Debt Consolidation,East,0.342968685,0.048525362,C,68,875.1107989,0
11801,27,37962,1148.55,730,8,7,12043,12,0,,PhD,Rent,Home Improvement,East,-1.310175547,0.681382568,B,13,104.5694923,0
11802,31,46036,791.67,,6,3,28103,24,0,2692.07,High School,Rent,Debt Consolidation,South,-0.050324117,1.038769996,C,5,313.8987623,0
